,Country,County,Designation,Points,Price,Province,Title,Variety,Winery,Year
19310,Portugal,,Valpaços,90,60.0,Trás-os-Montes,Secret Spot Wines 2014 Valpaços Red (Trás-os-Montes),Portuguese Red,Secret Spot Wines,2014
19311,US,Willamette Valley,,90,19.0,Oregon,Pike Road 2014 Pinot Noir (Willamette Valley),Pinot Noir,Pike Road,2014
19312,Argentina,Maipú,Wise Ass,82,14.0,Mendoza Province,Finca Los Olmos 2014 Wise Ass Chardonnay (Maipú),Chardonnay,Finca Los Olmos,2014
19313,France,Bâtard-Montrachet,,98,367.0,Burgundy,Louis Jadot 2014 Bâtard-Montrachet,Chardonnay,Louis Jadot,2014
19314,France,Pouilly-Fuissé,Les Crays,86,40.0,Burgundy,Camille Paquet 2014 Les Crays (Pouilly-Fuissé),Chardonnay,Camille Paquet,2014
19315,France,Sancerre,,91,22.0,Loire Valley,Domaine Jean-Paul Balland 2014 Sancerre,Sauvignon Blanc,Domaine Jean-Paul Balland,2014
19316,New Zealand,,Crofters Gimblett Gravels,89,23.0,Hawke's Bay,Stonecroft 2014 Crofters Gimblett Gravels Syrah (Hawke's Bay),Syrah,Stonecroft,2014
19317,US,Walla Walla Valley (WA),Yellow Bird,89,45.0,Washington,Elephant Seven 2014 Yellow Bird Syrah (Walla Walla Valley (WA)),Syrah,Elephant Seven,2014
19318,US,Horse Heaven Hills,For the Love of the Game,91,95.0,Washington,Rasa 2014 For the Love of the Game Cabernet Sauvignon (Horse Heaven Hills),Cabernet Sauvignon,Rasa,2014
19319,France,Médoc,,90,20.0,Bordeaux,Château La Branne 2014 Médoc,Bordeaux-style Red Blend,Château La Branne,2014
19320,France,Côtes de Provence,Château des Muraires,89,29.0,Provence,Bernard Magrez 2014 Château des Muraires Rosé (Côtes de Provence),Rosé,Bernard Magrez,2014
19321,Portugal,,Colheita,88,15.0,Douro,Quinta dos Poços 2014 Colheita Red (Douro),Portuguese Red,Quinta dos Poços,2014
19322,Argentina,Vista Flores,Mil Piedras,90,13.0,Mendoza Province,Benvenuto de la Serna 2014 Mil Piedras Malbec (Vista Flores),Malbec,Benvenuto de la Serna,2014
19323,France,Côte Chalonnaise,Mont-Avril,85,22.0,Burgundy,Domaine Michel Goubard 2014 Mont-Avril (Côte Chalonnaise),Pinot Noir,Domaine Michel Goubard,2014
19324,Turkey,,Selda,86,15.0,Cappadocia,Turasan 2014 Selda White (Cappadocia),White Blend,Turasan,2014
19325,France,Beaujolais,,85,13.0,Beaujolais,Louis Jadot 2014 Beaujolais,Gamay,Louis Jadot,2014
19326,US,California,Jamie Lynn Vineyard,84,11.0,California,McManis 2014 Jamie Lynn Vineyard Barbera (California),Barbera,McManis,2014
19327,Portugal,,Casa de Santar Reserva Branco,90,17.0,Dão,Dão Sul 2014 Casa de Santar Reserva Branco White (Dão),Portuguese White,Dão Sul,2014
19328,France,Alsace,Schoenenbourg Grand Cru,90,40.0,Alsace,Dopff Au Moulin 2014 Schoenenbourg Grand Cru Pinot Gris (Alsace),Pinot Gris,Dopff Au Moulin,2014
19329,US,Yolo County,,88,12.0,California,Black's Station 2014 Malbec (Yolo County),Malbec,Black's Station,2014
19330,France,Alsace,Grand A du Petit Léon,90,16.0,Alsace,Domaine Roland Schmitt 2014 Grand A du Petit Léon Sylvaner (Alsace),Sylvaner,Domaine Roland Schmitt,2014
19331,Portugal,,Reserva,92,28.0,Douro,Quinta do Portal 2014 Reserva Red (Douro),Portuguese Red,Quinta do Portal,2014
19332,Portugal,,Colheita,85,12.0,Douro,Casa de Cambres 2014 Colheita Red (Douro),Portuguese Red,Casa de Cambres,2014
19333,US,San Luis Obispo County,Stolo Vineyard,91,42.0,California,Baker & Brain 2014 Stolo Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Baker & Brain,2014
19334,US,Russian River Valley,,88,42.0,California,August Briggs 2014 Pinot Meunier (Russian River Valley),Pinot Meunier,August Briggs,2014
19335,France,Marsannay,Le Clos,87,,Burgundy,Domaine René Bouvier 2014 Le Clos (Marsannay),Chardonnay,Domaine René Bouvier,2014
19336,France,Givry,Domaine de la Ferté,87,35.0,Burgundy,Domaines Devillard 2014 Domaine de la Ferté (Givry),Pinot Noir,Domaines Devillard,2014
19337,Italy,Venezia Giulia,Vintage Tunina,92,69.0,Northeastern Italy,Jermann 2014 Vintage Tunina White (Venezia Giulia),White Blend,Jermann,2014
19338,Portugal,,,88,12.0,Lisboa,Quinta de Chocapalha 2014 Castelão (Lisboa),Castelão,Quinta de Chocapalha,2014
19339,US,Finger Lakes,Dry,86,17.0,New York,Rooster Hill 2014 Dry Riesling (Finger Lakes),Riesling,Rooster Hill,2014
19340,US,Finger Lakes,Ice Wine,90,60.0,New York,Sheldrake Point 2014 Ice Wine Riesling (Finger Lakes),Riesling,Sheldrake Point,2014
19341,,,,88,36.0,,Lismore 2014 Chardonnay,Chardonnay,Lismore,2014
19342,US,Columbia Valley (WA),,89,42.0,Washington,Swiftwater Cellars 2014 Malbec (Columbia Valley (WA)),Malbec,Swiftwater Cellars,2014
19343,US,Oregon,,88,18.0,Oregon,Jezebel 2014 Pinot Noir (Oregon),Pinot Noir,Jezebel,2014
19344,US,Red Mountain,Estate Grown Parvata,91,65.0,Washington,Force Majeure 2014 Estate Grown Parvata Red (Red Mountain),Rhône-style Red Blend,Force Majeure,2014
19345,France,Pouilly-Fumé,,88,35.0,Loire Valley,Domaine de la Loge 2014 Pouilly-Fumé,Sauvignon Blanc,Domaine de la Loge,2014
19346,US,Napa Valley,,90,28.0,California,Merryvale 2014 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Merryvale,2014
19347,France,Lalande de Pomerol,,91,25.0,Bordeaux,Château Siaurac 2014 Lalande de Pomerol,Bordeaux-style Red Blend,Château Siaurac,2014
19348,France,Côtes du Rhône,Confidences,91,40.0,Rhône Valley,Fontaine du Clos 2014 Confidences Red (Côtes du Rhône),Rhône-style Red Blend,Fontaine du Clos,2014
19349,France,Saint-Julien,Amiral de Beychevelle,92,50.0,Bordeaux,Château Beychevelle 2014 Amiral de Beychevelle (Saint-Julien),Bordeaux-style Red Blend,Château Beychevelle,2014
19350,US,Paso Robles,Cassidy,90,42.0,California,Seven Oxen 2014 Cassidy Red (Paso Robles),Rhône-style Red Blend,Seven Oxen,2014
19351,US,Alta Mesa,Estate,90,30.0,California,Wise Villa 2014 Estate Torrontés (Alta Mesa),Torrontés,Wise Villa,2014
19352,US,Paso Robles,Tower Road,89,35.0,California,J. Lohr 2014 Tower Road Petite Sirah (Paso Robles),Petite Sirah,J. Lohr,2014
19353,US,Willamette Valley,Evolution,88,20.0,Oregon,Sokol Blosser 2014 Evolution Pinot Noir (Willamette Valley),Pinot Noir,Sokol Blosser,2014
19354,Spain,Rías Baixas,Abadia de San Campio,89,20.0,Galicia,Terras Gauda 2014 Abadia de San Campio Albariño (Rías Baixas),Albariño,Terras Gauda,2014
19355,US,Paso Robles,,85,18.0,California,The Archivist 2014 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,The Archivist,2014
19356,US,Amador County,,88,14.0,California,Sobon Estate 2014 Red (Amador County),Rhône-style Red Blend,Sobon Estate,2014
19357,Portugal,,Ribeiro Santo,91,20.0,Dão,Magnum Vinhos 2014 Ribeiro Santo Encruzado (Dão),Encruzado,Magnum Vinhos,2014
19358,US,Carneros,,86,28.0,California,Charles Krug 2014 Pinot Noir (Carneros),Pinot Noir,Charles Krug,2014
19359,New Zealand,,Reserve Gimblett Gravels,93,50.0,Hawke's Bay,Villa Maria 2014 Reserve Gimblett Gravels Merlot (Hawke's Bay),Merlot,Villa Maria,2014
19360,Austria,,Eveline,89,22.0,Burgenland,Hillinger 2014 Eveline Pinot Noir (Burgenland),Pinot Noir,Hillinger,2014
19361,US,Mount Veeder,Ruhl Vineyard,93,38.0,California,Grow Wines 2014 Ruhl Vineyard Chardonnay (Mount Veeder),Chardonnay,Grow Wines,2014
19362,Austria,,Alte Reben Höhlgraben Reserve,95,36.0,Kremstal,Malat 2014 Alte Reben Höhlgraben Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Malat,2014
19363,US,Chehalem Mountains,Boulder Bluff Vineyard,92,68.0,Oregon,Adelsheim 2014 Boulder Bluff Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Adelsheim,2014
19364,US,Anderson Valley,,89,16.0,California,Navarro 2014 Edelzwicker (Anderson Valley),Edelzwicker,Navarro,2014
19365,France,Saumur,Demoiselle Bleue,84,15.0,Loire Valley,Alliance Loire 2014 Demoiselle Bleue (Saumur),Cabernet Franc,Alliance Loire,2014
19366,Italy,Rosso di Montalcino,,87,25.0,Tuscany,Crocedimezzo 2014 Rosso di Montalcino,Sangiovese,Crocedimezzo,2014
19367,US,Russian River Valley,,90,18.0,California,Folie à Deux 2014 Chardonnay (Russian River Valley),Chardonnay,Folie à Deux,2014
19368,US,Sierra Foothills,Vino Bianco,85,21.0,California,Naggiar 2014 Vino Bianco White (Sierra Foothills),White Blend,Naggiar,2014
19369,US,Sta. Rita Hills,La Rinconada Vineyard,94,60.0,California,Chanin 2014 La Rinconada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Chanin,2014
19370,France,Coteaux Varois en Provence,Florette,84,13.0,Provence,Ravoire et Fils 2014 Florette Rosé (Coteaux Varois en Provence),Rosé,Ravoire et Fils,2014
19371,US,Horse Heaven Hills,,88,19.0,Washington,Mercer 2014 Malbec (Horse Heaven Hills),Malbec,Mercer,2014
19372,Italy,Friuli Grave,Terre Magre,86,16.0,Northeastern Italy,Piera Martellozzo 2014 Terre Magre Sauvignon (Friuli Grave),Sauvignon,Piera Martellozzo,2014
19373,Spain,Rioja,,84,11.0,Northern Spain,Rio Madre 2014 Rioja,Tempranillo,Rio Madre,2014
19374,US,Dundee Hills,Holstein Vineyard,91,50.0,Oregon,Purple Hands 2014 Holstein Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Purple Hands,2014
19375,US,Eola-Amity Hills,Crowley Station Vineyards,86,45.0,Oregon,Day 2014 Crowley Station Vineyards Pinot Noir (Eola-Amity Hills),Pinot Noir,Day,2014
19376,US,Napa Valley,,87,35.0,California,Rutherford Ranch 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Rutherford Ranch,2014
19377,New Zealand,,Single Vineyard,88,25.0,Awatere Valley,Yealands 2014 Single Vineyard Pinot Noir (Awatere Valley),Pinot Noir,Yealands,2014
19378,France,Marsannay,Les Longeroies,92,,Burgundy,Domaine Bruno Clair 2014 Les Longeroies (Marsannay),Pinot Noir,Domaine Bruno Clair,2014
19379,US,New York,As If Courage,86,35.0,New York,Brooklyn Oenology 2014 As If Courage Rosé (New York),Rosé,Brooklyn Oenology,2014
19380,Argentina,Mendoza,Catena,88,20.0,Mendoza Province,Bodega Catena Zapata 2014 Catena Chardonnay (Mendoza),Chardonnay,Bodega Catena Zapata,2014
19381,US,Willamette Valley,Diversité,93,50.0,Oregon,Le Cadeau 2014 Diversité Pinot Noir (Willamette Valley),Pinot Noir,Le Cadeau,2014
19382,US,Green Valley,,93,65.0,California,La Crema 2014 Pinot Noir (Green Valley),Pinot Noir,La Crema,2014
19383,US,Applegate Valley,Barrel Fermented,87,25.0,Oregon,Plaisance Ranch 2014 Barrel Fermented Chardonnay (Applegate Valley),Chardonnay,Plaisance Ranch,2014
19384,Germany,,GAu-Bischofsheimer Herrnberg Kerner Auslese,86,16.0,Rheinhessen,Fritz Windisch 2014 GAu-Bischofsheimer Herrnberg Kerner Auslese Riesling (Rheinhessen),Riesling,Fritz Windisch,2014
19385,US,Willamette Valley,Dijon Clones,90,50.0,Oregon,Saffron Fields Vineyard 2014 Dijon Clones Pinot Noir,Pinot Noir,Saffron Fields Vineyard,2014
19386,Chile,,Los Vascos,84,13.0,Casablanca Valley,Domaines Barons de Rothschild (Lafite) 2014 Los Vascos Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Domaines Barons de Rothschild (Lafite),2014
19387,US,Willamette Valley,Three Hills Cuvée,90,50.0,Oregon,Lange 2014 Three Hills Cuvée Pinot Noir (Willamette Valley),Pinot Noir,Lange,2014
19388,Portugal,,Borges Quinta da Soalheira,85,8.0,Douro,Jose Maria Vieira 2014 Borges Quinta da Soalheira Red (Douro),Portuguese Red,Jose Maria Vieira,2014
19389,US,Russian River Valley,Giusti Ranch Estate,90,80.0,California,The Decision 2014 Giusti Ranch Estate Pinot Noir (Russian River Valley),Pinot Noir,The Decision,2014
19390,Italy,Friuli Colli Orientali,,86,20.0,Northeastern Italy,La Tunella 2014 Sauvignon (Friuli Colli Orientali),Sauvignon,La Tunella,2014
19391,Georgia,,,89,,Kakheti,Schuchmann Wines 2014 Rkatsiteli (Kakheti),Rkatsiteli,Schuchmann Wines,2014
19392,US,Finger Lakes,,89,20.0,New York,Dr. Konstantin Frank 2014 Muskat Ottonel (Finger Lakes),Muskat Ottonel,Dr. Konstantin Frank,2014
19393,France,Chablis,Montée de Tonnerre Premier Cru,91,32.0,Burgundy,Etienne Boileau 2014 Montée de Tonnerre Premier Cru (Chablis),Chardonnay,Etienne Boileau,2014
19394,Argentina,Uco Valley,Gran Reserva Vista Flores Single Vineyard,89,23.0,Mendoza Province,Finca El Origen 2014 Gran Reserva Vista Flores Single Vineyard Cabernet Sauvignon (Uco Valley),Cabernet Sauvignon,Finca El Origen,2014
19395,Spain,Rías Baixas,Limited Release,89,15.0,Galicia,Vionta 2014 Limited Release Albariño (Rías Baixas),Albariño,Vionta,2014
19396,France,Bordeaux,Mouton Cadet,85,11.0,Bordeaux,Baron Philippe de Rothschild 2014 Mouton Cadet (Bordeaux),Bordeaux-style Red Blend,Baron Philippe de Rothschild,2014
19397,US,Monticello,,89,32.0,Virginia,Stinson 2014 Meritage (Monticello),Meritage,Stinson,2014
19398,Austria,,,82,15.0,Südsteiermark,Lackner Tinnacher 2014 Welschriesling (Südsteiermark),Welschriesling,Lackner Tinnacher,2014
19399,France,Crozes-Hermitage,Petite Ruche,88,30.0,Rhône Valley,M. Chapoutier 2014 Petite Ruche White (Crozes-Hermitage),Rhône-style White Blend,M. Chapoutier,2014
19400,Germany,,Trocken,88,22.0,Mosel,Maximin Grünhäuser 2014 Trocken Riesling (Mosel),Riesling,Maximin Grünhäuser,2014
19401,US,Southern Oregon,,84,20.0,Oregon,Harry & David 2014 Merlot (Southern Oregon),Merlot,Harry & David,2014
19402,US,Fort Ross-Seaview,,84,60.0,California,Malk 2014 Pinot Noir (Fort Ross-Seaview),Pinot Noir,Malk,2014
19403,US,Knights Valley,,88,28.0,California,Rodney Strong 2014 Cabernet Sauvignon (Knights Valley),Cabernet Sauvignon,Rodney Strong,2014
19404,Moldova,,D'Or,87,11.0,Moldova,Château Vartely 2014 D'Or FeteascÇŽ RegalÇŽ (Moldova),FeteascÇŽ RegalÇŽ,Château Vartely,2014
19405,France,Crémant d'Alsace,Symphonie en P,91,25.0,Alsace,Cave de Cleebourg 2014 Symphonie en P Sparkling (Crémant d'Alsace),Sparkling Blend,Cave de Cleebourg,2014
19406,Italy,Collio,,88,22.0,Northeastern Italy,Muzic 2014 Sauvignon (Collio),Sauvignon,Muzic,2014
19407,Italy,Romagna,Interra Rosso,89,38.0,Central Italy,Tenuta La Viola 2014 Interra Rosso Sangiovese (Romagna),Sangiovese,Tenuta La Viola,2014
19408,Italy,Vigneti delle Dolomiti,,84,11.0,Northeastern Italy,Lagaria 2014 Chardonnay (Vigneti delle Dolomiti),Chardonnay,Lagaria,2014
19409,France,Côtes de Provence,Rimauresq,88,20.0,Provence,Château Rimauresq 2014 Rimauresq Rosé (Côtes de Provence),Rosé,Château Rimauresq,2014
19410,France,Pouilly-Fumé,Corty Artisan Silex,89,25.0,Loire Valley,Patrice Moreux 2014 Corty Artisan Silex (Pouilly-Fumé),Sauvignon Blanc,Patrice Moreux,2014
19411,US,Sonoma Coast,Apollo's Folly Rosé of,90,28.0,California,Silver Trident 2014 Apollo's Folly Rosé of Pinot Noir (Sonoma Coast),Pinot Noir,Silver Trident,2014
19412,France,Vouvray,Les Fosses d'Hareng,88,18.0,Loire Valley,Cave des Producteurs de Vouvray 2014 Les Fosses d'Hareng (Vouvray),Chenin Blanc,Cave des Producteurs de Vouvray,2014
19413,France,Côtes de Provence,,85,12.0,Provence,Aimé Roquesante 2014 Rosé (Côtes de Provence),Rosé,Aimé Roquesante,2014
19414,France,Côtes de Provence,Première de Figuière,91,25.0,Provence,Domaine Saint-André de Figuière 2014 Première de Figuière Rosé (Côtes de Provence),Rosé,Domaine Saint-André de Figuière,2014
19415,US,Santa Barbara County,Duvarita Vineyard,92,60.0,California,Dragonette 2014 Duvarita Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,Dragonette,2014
19416,Chile,,Reserva,81,10.0,Elqui Valley,Falernia 2014 Reserva Sauvignon Blanc (Elqui Valley),Sauvignon Blanc,Falernia,2014
19417,US,Willamette Valley,The Attaché,86,40.0,Oregon,Maison L'Envoyé 2014 The Attaché Pinot Noir (Willamette Valley),Pinot Noir,Maison L'Envoyé,2014
19418,Italy,Lugana,,89,18.0,Lombardy,Marangona 2014 Lugana,Turbiana,Marangona,2014
19419,France,Chablis,Fourchaume Premier Cru,93,40.0,Burgundy,La Chablisienne 2014 Fourchaume Premier Cru (Chablis),Chardonnay,La Chablisienne,2014
19420,France,Marsannay,Les Longeroies,91,,Burgundy,Domaine René Bouvier 2014 Les Longeroies (Marsannay),Pinot Noir,Domaine René Bouvier,2014
19421,Moldova,,Via Etulia Reserve,86,10.0,Moldova,Bostavan 2014 Via Etulia Reserve Chardonnay (Moldova),Chardonnay,Bostavan,2014
19422,Portugal,,Torre de Menagem Escolha,89,13.0,Vinho Verde,Quintas de Melgaço 2014 Torre de Menagem Escolha White (Vinho Verde),Portuguese White,Quintas de Melgaço,2014
19423,Austria,,Sauberg Tradition,92,46.0,Weinviertel,Ingrid Groiss 2014 Sauberg Tradition Grüner Veltliner (Weinviertel),Grüner Veltliner,Ingrid Groiss,2014
19424,US,Mendocino County,Old Vine,92,18.0,California,Artezin 2014 Old Vine Zinfandel (Mendocino County),Zinfandel,Artezin,2014
19425,New Zealand,,,86,15.0,Marlborough,Oyster Bay 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Oyster Bay,2014
19426,Germany,,Graach Josephshöfer GG Trocken,94,52.0,Mosel,Reichsgraf von Kesselstatt 2014 Graach Josephshöfer GG Trocken Riesling (Mosel),Riesling,Reichsgraf von Kesselstatt,2014
19427,Italy,Friuli Colli Orientali,,87,16.0,Northeastern Italy,Dorigo 2014 Ribolla Gialla (Friuli Colli Orientali),Ribolla Gialla,Dorigo,2014
19428,US,Santa Lucia Highlands,,93,25.0,California,Stephen Ross 2014 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Stephen Ross,2014
19429,US,California,Independence Point,89,12.0,California,Montevina 2014 Independence Point Cabernet Sauvignon (California),Cabernet Sauvignon,Montevina,2014
19430,France,Nuits-St.-Georges,,88,65.0,Burgundy,Château de Santenay 2014 Nuits-St.-Georges,Pinot Noir,Château de Santenay,2014
19431,US,Russian River Valley,River Road Ranch,91,23.0,California,Trione 2014 River Road Ranch Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Trione,2014
19432,US,Carneros,,91,26.0,California,Saintsbury 2014 Chardonnay (Carneros),Chardonnay,Saintsbury,2014
19433,US,Sta. Rita Hills,Hilliard Bruce Vineyard,93,30.0,California,Kitá 2014 Hilliard Bruce Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Kitá,2014
19434,France,Chablis,Mont de Milieu Premier Cru,93,40.0,Burgundy,La Chablisienne 2014 Mont de Milieu Premier Cru (Chablis),Chardonnay,La Chablisienne,2014
19435,US,San Luis Obispo County,Barrel Select,93,65.0,California,Asuncion Ridge 2014 Barrel Select Pinot Noir (San Luis Obispo County),Pinot Noir,Asuncion Ridge,2014
19436,US,Sonoma County,Three Dog Zin,86,29.0,California,Wilson 2014 Three Dog Zin Zinfandel (Sonoma County),Zinfandel,Wilson,2014
19437,US,Chehalem Mountains,Winery Block,91,75.0,Oregon,Bergström 2014 Winery Block Pinot Noir (Chehalem Mountains),Pinot Noir,Bergström,2014
19438,US,Columbia Valley (WA),Sabre,84,20.0,Washington,Ded.Reckoning 2014 Sabre Malbec (Columbia Valley (WA)),Malbec,Ded.Reckoning,2014
19439,Portugal,,Herdade do Peso Colheita,91,20.0,Alentejo,Sogrape 2014 Herdade do Peso Colheita Red (Alentejo),Portuguese Red,Sogrape,2014
19440,France,Chablis,La Classique,85,,Burgundy,Domaine Pascal Bouchard 2014 La Classique (Chablis),Chardonnay,Domaine Pascal Bouchard,2014
19441,Italy,Collio,,88,30.0,Northeastern Italy,Draga 2014 Pinot Grigio (Collio),Pinot Grigio,Draga,2014
19442,US,Carneros,Sangiacomo Vineyard,92,46.0,California,MacRostie 2014 Sangiacomo Vineyard Chardonnay (Carneros),Chardonnay,MacRostie,2014
19443,US,Knights Valley,Blau Vineyards,86,55.0,California,Passaggio 2014 Blau Vineyards Merlot (Knights Valley),Merlot,Passaggio,2014
19444,Chile,,,87,25.0,Aconcagua Costa,Arboleda 2014 Pinot Noir (Aconcagua Costa),Pinot Noir,Arboleda,2014
19445,US,Dundee Hills,,91,30.0,Oregon,Stoller 2014 Pinot Noir (Dundee Hills),Pinot Noir,Stoller,2014
19446,Spain,Valdeorras,,90,44.0,Northern Spain,Avancia 2014 Mencía (Valdeorras),Mencía,Avancia,2014
19447,France,Alsace,Crustacés,86,12.0,Alsace,Dopff & Irion 2014 Crustacés White (Alsace),Alsace white blend,Dopff & Irion,2014
19448,Italy,Chianti Classico,,87,,Tuscany,Fonte alla Selva 2014 Chianti Classico,Red Blend,Fonte alla Selva,2014
19449,US,Santa Barbara County,,87,25.0,California,Rancho Sisquoc 2014 Cabernet Sauvignon (Santa Barbara County),Cabernet Sauvignon,Rancho Sisquoc,2014
19450,US,Santa Lucia Highlands,Cuvée 107,85,23.0,California,Testarossa 2014 Cuvée 107 Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa,2014
19451,Germany,,Buntsandstein Trocken,91,20.0,Pfalz,Pflüger 2014 Buntsandstein Trocken Riesling (Pfalz),Riesling,Pflüger,2014
19452,Greece,,Château Julia,90,18.0,Drama,Domaine Costa Lazaridi 2014 Château Julia Assyrtico (Drama),Assyrtico,Domaine Costa Lazaridi,2014
19453,France,Beaujolais-Villages,Château des Vierres,86,15.0,Beaujolais,Georges Duboeuf 2014 Château des Vierres (Beaujolais-Villages),Gamay,Georges Duboeuf,2014
19454,US,Willamette Valley,Johan Vineyard,90,60.0,Oregon,Origin 2014 Johan Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Origin,2014
19455,Italy,Barbera d'Asti,La Ribelle,87,20.0,Piedmont,Montalbera 2014 La Ribelle (Barbera d'Asti),Barbera,Montalbera,2014
19456,Chile,,Reserva,88,16.0,Maipo Valley,Agustinos 2014 Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Agustinos,2014
19457,France,Vin de France,Authentic & Chic,86,10.0,France Other,Romantic 2014 Authentic & Chic Cabernet Sauvignon (Vin de France),Cabernet Sauvignon,Romantic,2014
19458,Argentina,Mendoza,Fincas,83,13.0,Mendoza Province,Alfredo Roca 2014 Fincas Chardonnay (Mendoza),Chardonnay,Alfredo Roca,2014
